LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageCars,WoodDeckSF,TotalPorch,GarageFinish,Functional,BsmtCond,LotConfig,LandSlope,BsmtQual,Foundation,FireplaceQu,PavedDrive,BsmtExposure,HouseStyle,Fence,SaleType,LandContour,BsmtFinType1,Neighborhood,Exterior2nd,LotShape,SaleCondition,KitchenQual,MasVnrType,RoofStyle,ExterCond,ExterQual,HeatingQC,Condition1,CentralAir,BldgType,MSZoning,GarageType,Electrical,MoSold,YrSold,YearBuiltlabel,YearRemodAdd_label,SalePrice,target
60,5790,3,6,0,840,840,1605,0,0,2,0,3,0,1,0,202,Unf,Typ,TA,Corner,Gtl,Fa,CBlock,None,Y,No,2Story,None,WD,Lvl,Unf,OldTown,VinylSd,Reg,Normal,TA,None,Gambrel,Gd,Gd,Gd,Norm,N,1Fam,RM,Detchd,SBrkr,5,2010,6,6,107400,11.58432477
21,1596,4,5,0,0,462,988,1,0,1,0,2,0,1,120,101,Unf,Typ,TA,Inside,Gtl,Gd,CBlock,None,Y,Gd,SLvl,GdWo,WD,Lvl,GLQ,MeadowV,CmentBd,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,Twnhs,RM,BuiltIn,SBrkr,11,2009,4,4,91000,11.41862577
73,8475,4,7,0,724,952,952,0,0,1,0,2,0,1,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,ALQ,NAmes,VinylSd,IR1,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Detchd,FuseA,4,2008,6,6,135750,11.8185776
50,8635,5,5,0,295,672,1285,1,0,1,0,2,0,1,0,0,Unf,Min1,TA,Inside,Gtl,TA,CBlock,None,Y,No,1.5Fin,MnPrv,WD,Lvl,BLQ,BrkSide,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RM,Detchd,SBrkr,1,2008,6,1,127000,11.75195024
72,10778,4,5,0,1768,1768,1768,0,0,2,0,4,0,0,0,0,None,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,Unf,Sawyer,HdBoard,Reg,Normal,TA,None,Hip,TA,TA,TA,Norm,N,Duplex,RL,None,SBrkr,4,2010,5,5,136500,11.82408722
60,10440,5,6,0,440,440,1230,0,0,1,1,2,0,2,74,128,Unf,Typ,TA,Corner,Gtl,TA,PConc,None,Y,No,2Story,MnPrv,WD,Lvl,Unf,OldTown,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RM,Detchd,SBrkr,5,2009,6,3,110000,11.60824474
100,13000,6,6,576,448,896,2142,0,0,2,1,4,1,1,0,324,Fin,Typ,TA,Corner,Gtl,Gd,CBlock,Gd,Y,No,2Story,None,WD,Lvl,Rec,NAmes,VinylSd,Reg,Normal,Gd,BrkFace,Gable,Gd,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2009,5,5,193500,12.17303796
32,4500,6,5,443,36,1237,1337,1,0,2,0,2,0,2,0,199,Fin,Typ,Gd,FR2,Gtl,Ex,PConc,None,Y,No,1Story,None,WD,Lvl,GLQ,Mitchel,VinylSd,Reg,Normal,TA,BrkFace,Hip,Gd,TA,Ex,Norm,Y,TwnhsE,RM,Attchd,SBrkr,3,2006,2,2,153500,11.94146236
78,10206,8,5,468,1530,1563,1563,0,0,2,0,3,1,3,144,99,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,1Story,None,WD,Lvl,GLQ,Somerst,VinylSd,Reg,Normal,Gd,Stone,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,10,2008,1,1,245000,12.40901757
80,8892,5,5,66,1065,1065,1065,0,0,1,1,3,0,2,74,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,COD,Lvl,Unf,NAmes,MetalSd,IR1,Normal,TA,BrkCmn,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Detchd,SBrkr,7,2007,5,5,126500,11.74800549
64,8530,7,5,22,384,384,1474,0,0,2,1,3,1,2,120,72,Fin,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,No,SLvl,None,WD,Lvl,Unf,Gilbert,HdBoard,IR1,Normal,TA,BrkFace,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,BuiltIn,SBrkr,5,2009,2,2,168500,12.03469696
121,16059,8,5,284,1288,1288,2417,0,0,2,1,4,1,2,127,82,Unf,Typ,TA,Corner,Gtl,Gd,CBlock,TA,Y,No,2Story,None,WD,Lvl,Unf,NoRidge,HdBoard,Reg,Normal,Gd,BrkFace,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2006,2,2,260000,12.46844076
122,11911,6,5,0,684,684,1560,0,0,2,1,3,1,2,100,38,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,Av,2Story,None,WD,Lvl,Unf,Gilbert,VinylSd,IR2,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,3,2009,1,1,174000,12.06681633
40,3951,6,5,76,612,612,1224,0,0,2,1,2,0,2,0,234,RFn,Typ,TA,Corner,Gtl,Gd,PConc,None,Y,Av,2Story,None,New,Lvl,Unf,Somerst,VinylSd,Reg,Partial,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,FV,Detchd,SBrkr,6,2009,1,1,164500,12.01067193
105,8470,3,2,0,1013,1013,1526,0,0,1,0,2,0,0,0,156,None,Typ,Fa,Corner,Gtl,TA,CBlock,None,N,No,1.5Fin,MnPrv,ConLD,Lvl,Unf,IDOTRR,Plywood,IR1,Abnorml,Fa,None,Hip,Fa,Fa,TA,Feedr,N,1Fam,C (all),None,SBrkr,10,2009,6,3,85000,11.3504183
60,8070,4,5,0,402,990,990,1,0,1,0,3,0,0,0,0,None,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,Reg,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,None,SBrkr,8,2007,2,2,123600,11.72481391
60,7200,4,5,0,0,0,1040,0,0,1,0,2,0,2,0,29,Unf,Typ,None,Inside,Gtl,None,Slab,None,Y,None,1Story,None,WD,Lvl,None,NAmes,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Detchd,FuseA,7,2006,6,6,109900,11.60733524
85,8500,5,3,203,635,1235,1235,0,0,1,0,2,0,2,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,GdWo,WD,Lvl,Rec,NAmes,HdBoard,Reg,Abnorml,TA,BrkCmn,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,12,2006,5,5,98600,11.49883668
80,13360,5,7,0,163,876,964,1,0,1,0,2,0,2,0,44,Unf,Typ,TA,Inside,Gtl,Gd,BrkTil,None,Y,No,1Story,None,WD,HLS,ALQ,Crawfor,Wd Sdng,IR1,Normal,TA,None,Gable,Gd,TA,Ex,Norm,Y,1Fam,RL,Detchd,SBrkr,8,2009,6,1,163500,12.00457439
60,7200,6,6,0,168,1214,2291,0,1,2,0,4,1,2,0,99,Unf,Typ,Fa,Corner,Gtl,TA,BrkTil,Gd,Y,Mn,2.5Unf,None,WD,Lvl,Rec,OldTown,MetalSd,Reg,Normal,TA,None,Hip,TA,TA,Ex,Norm,N,2fmCon,C (all),Detchd,SBrkr,11,2007,6,2,133900,11.804856
69,9337,6,5,0,176,824,1786,1,0,2,1,3,0,2,0,162,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,IR1,Normal,Gd,None,Gable,Gd,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2007,2,2,204750,12.22954989
64,9765,6,8,68,370,680,1470,0,0,2,1,3,1,2,232,63,Fin,Typ,Gd,Corner,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,ALQ,Gilbert,VinylSd,IR2,Normal,TA,BrkFace,Gable,Gd,Ex,Gd,Norm,Y,1Fam,RL,BuiltIn,SBrkr,4,2009,2,2,185000,12.12811651
78,10264,7,5,183,426,1588,1588,0,0,2,0,3,0,2,158,29,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Av,1Story,None,WD,Lvl,ALQ,CollgCr,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,8,2006,2,2,214000,12.27373597
73,10921,4,5,48,440,960,960,1,0,1,0,3,0,1,120,0,Fin,Typ,TA,Inside,Gtl,TA,CBlock,None,P,No,1Story,None,WD,HLS,Rec,Edwards,HdBoard,Reg,Normal,TA,BrkFace,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,FuseF,5,2007,5,5,94750,11.45900768
85,10625,5,5,0,350,458,835,0,0,1,0,2,0,1,0,77,Unf,Typ,TA,Corner,Gtl,TA,BrkTil,None,Y,No,1Story,None,COD,Lvl,ALQ,Edwards,Wd Sdng,Reg,Abnorml,TA,None,Gable,TA,TA,Fa,Norm,N,1Fam,RL,Basment,SBrkr,5,2010,6,6,83000,11.32660793
77,9320,4,5,0,381,950,1225,1,0,1,1,3,0,0,352,0,None,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,ALQ,NAmes,Plywood,IR1,Normal,TA,None,Gable,TA,TA,Fa,Norm,Y,1Fam,RL,None,SBrkr,1,2010,6,6,128950,11.76718777
80,10603,6,7,28,410,1610,1610,1,0,2,0,3,2,2,168,68,RFn,Typ,TA,Inside,Gtl,TA,PConc,TA,Y,Mn,1Story,None,WD,Lvl,ALQ,NWAmes,Plywood,IR1,Normal,Gd,BrkFace,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,2,2010,4,1,205000,12.23077014
77,9206,6,5,336,741,741,1732,0,0,2,1,3,1,2,192,46,Fin,Typ,TA,Inside,Gtl,Gd,CBlock,TA,Y,No,2Story,None,WD,Lvl,Unf,SawyerW,HdBoard,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2010,3,3,178000,12.08954445
64,7018,5,5,0,0,0,1535,0,0,2,0,4,0,2,0,0,Unf,Typ,None,Inside,Gtl,None,Slab,None,Y,None,1Story,None,WD,Bnk,None,SawyerW,HdBoard,Reg,Alloca,TA,None,Gable,Fa,TA,TA,Norm,Y,Duplex,RL,Attchd,SBrkr,6,2009,4,4,118964,11.68658461
94,10402,7,5,0,1226,1226,1226,0,0,2,0,3,0,3,0,36,RFn,Typ,TA,Corner,Gtl,Gd,PConc,None,Y,No,1Story,None,WD,Lvl,Unf,CollgCr,VinylSd,IR1,Normal,Gd,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2010,1,1,198900,12.20056249
60,7758,7,4,600,816,1040,1818,0,0,1,1,4,2,1,0,184,Unf,Typ,TA,Corner,Gtl,TA,PConc,TA,Y,No,1.5Fin,None,WD,Lvl,LwQ,IDOTRR,Stucco,Reg,Normal,TA,BrkFace,Gable,Fa,TA,Ex,Norm,Y,1Fam,RM,Detchd,FuseF,6,2007,6,6,169500,12.04061411
75,9375,8,5,768,1053,1053,1992,0,0,2,1,3,1,2,140,45,RFn,Typ,TA,Inside,Gtl,Ex,PConc,Gd,Y,No,2Story,None,WD,Lvl,Unf,Somerst,VinylSd,Reg,Normal,Gd,BrkFace,Hip,TA,Gd,Ex,Norm,Y,1Fam,FV,Attchd,SBrkr,8,2008,1,1,250000,12.4292202
60,10800,4,7,0,641,641,1047,0,0,1,0,2,0,1,0,0,Unf,Typ,TA,Inside,Gtl,Fa,BrkTil,None,N,No,1Story,None,WD,Lvl,Unf,OldTown,VinylSd,Reg,Normal,TA,None,Mansard,TA,TA,Gd,Norm,Y,1Fam,RM,Detchd,SBrkr,8,2007,6,2,100000,11.51293546
50,6000,5,5,0,516,789,789,0,0,1,0,2,0,1,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,ALQ,OldTown,VinylSd,Reg,Partial,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RM,Detchd,SBrkr,4,2008,6,6,115000,11.6526961
85,8500,5,7,0,793,793,1517,0,0,2,0,3,0,0,0,144,None,Typ,TA,Corner,Gtl,TA,CBlock,None,N,No,1.5Fin,None,WD,Lvl,Unf,IDOTRR,CmentBd,Reg,Normal,Fa,None,Gable,TA,TA,TA,Artery,N,1Fam,RM,None,FuseF,8,2007,6,1,115000,11.6526961
105,11751,6,6,480,1139,1844,1844,0,0,2,0,3,1,2,0,122,RFn,Typ,TA,Inside,Gtl,Gd,CBlock,TA,Y,No,1Story,MnPrv,COD,Lvl,BLQ,NWAmes,Plywood,IR1,Normal,TA,BrkFace,Hip,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,1,2010,4,4,190000,12.15478461
75,9525,6,4,0,550,994,1855,0,0,2,0,4,0,1,182,0,Unf,Typ,Fa,Inside,Gtl,TA,CBlock,None,Y,No,1.5Fin,None,WD,Lvl,Rec,Edwards,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,10,2006,6,4,136900,11.82701332
64,7750,7,5,0,134,384,1430,0,0,2,1,3,1,2,180,0,Fin,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,No,SLvl,None,WD,Lvl,GLQ,Gilbert,VinylSd,IR1,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,4,2010,1,1,180000,12.10071769
77,9965,7,5,220,280,1264,2696,1,0,2,1,4,1,3,120,352,Fin,Typ,TA,Inside,Gtl,Ex,PConc,Gd,Y,Av,2Story,None,New,Lvl,GLQ,CollgCr,VinylSd,Reg,Partial,Ex,Stone,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,10,2007,1,1,383970,12.85832231
70,21000,6,5,184,905,1809,2259,1,0,2,0,3,2,2,166,312,Unf,Typ,TA,Corner,Gtl,Gd,CBlock,Gd,Y,Mn,1Story,MnPrv,COD,Bnk,ALQ,Crawfor,Wd Sdng,Reg,Abnorml,Gd,BrkFace,Hip,Gd,TA,TA,Norm,Y,1Fam,RL,Basment,SBrkr,10,2007,6,6,217000,12.28765724
61,7259,6,8,0,104,1028,2320,1,0,2,1,3,1,1,224,0,Unf,Typ,TA,Inside,Mod,TA,CBlock,TA,Y,No,2Story,MnPrv,WD,Lvl,ALQ,Crawfor,Wd Sdng,IR1,Normal,Gd,None,Gambrel,TA,TA,Ex,Norm,Y,1Fam,RL,Detchd,SBrkr,7,2007,6,1,259500,12.46651584
34,3230,6,5,1129,310,729,1458,0,0,2,1,2,1,2,0,32,Unf,Typ,TA,Corner,Gtl,Gd,PConc,Fa,Y,No,2Story,None,WD,Lvl,GLQ,Somerst,MetalSd,Reg,Normal,TA,BrkFace,Gable,TA,TA,Gd,Norm,Y,TwnhsE,FV,Detchd,SBrkr,6,2007,2,2,176000,12.07824496
72,11616,5,5,116,252,1092,1092,0,1,1,0,3,1,1,0,164,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Po,Y,No,1Story,None,WD,Lvl,LwQ,Sawyer,Wd Sdng,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,9,2009,5,5,139000,11.84223641
74,8536,5,5,0,1125,1125,1125,0,0,1,1,2,0,2,80,64,Unf,Typ,TA,Corner,Gtl,Gd,PConc,None,Y,No,1Story,None,New,Lvl,Unf,Edwards,VinylSd,Reg,Partial,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2007,1,1,155000,11.95118685
90,12376,7,5,0,203,1673,3222,1,0,3,0,5,2,3,367,0,Unf,Typ,TA,Corner,Gtl,Gd,PConc,TA,Y,Mn,2Story,None,WD,Lvl,GLQ,SawyerW,Plywood,Reg,Normal,Gd,None,Hip,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2010,2,2,320000,12.6760794
65,8461,6,5,0,728,728,1456,0,0,2,1,3,1,2,0,24,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,2Story,None,New,Lvl,Unf,CollgCr,VinylSd,Reg,Partial,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2006,1,1,163990,12.00756683
80.5,21453,6,5,0,0,938,988,1,0,1,0,1,2,2,0,130,Unf,Typ,TA,CulDSac,Sev,TA,CBlock,TA,Y,Gd,SLvl,None,WD,Low,ALQ,ClearCr,Plywood,IR1,Normal,TA,None,Flat,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,10,2006,5,5,180000,12.10071769
50,6060,4,5,0,732,732,1123,0,0,1,0,3,0,1,0,140,Unf,Typ,TA,Inside,Gtl,TA,PConc,None,P,No,1.5Fin,MnPrv,WD,Lvl,Unf,IDOTRR,AsbShng,Reg,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RM,Detchd,SBrkr,6,2007,6,6,100000,11.51293546
75,9464,6,7,135,510,1080,1080,0,0,1,0,3,0,1,0,130,Unf,Typ,TA,Corner,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,BLQ,NAmes,MetalSd,Reg,Normal,TA,BrkFace,Hip,Gd,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2008,6,6,136000,11.82041752
55,7892,6,5,0,899,1199,1199,0,0,2,0,2,0,2,0,63,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,WD,Lvl,GLQ,SawyerW,Plywood,Reg,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RL,Attchd,SBrkr,3,2008,2,2,153900,11.94406482
48,17043,6,5,0,1362,1362,1586,0,0,2,0,3,1,2,192,0,Unf,Typ,Fa,CulDSac,Gtl,Gd,CBlock,TA,Y,No,1Story,None,WD,Lvl,Unf,NWAmes,HdBoard,IR1,Normal,TA,None,Gable,Gd,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,1,2009,4,2,181000,12.10625784
60,6780,6,8,0,30,520,754,1,0,1,0,2,0,0,53,0,None,Typ,TA,Inside,Gtl,TA,CBlock,None,N,Av,1.5Fin,None,WD,Lvl,GLQ,IDOTRR,Wd Sdng,Reg,Normal,TA,None,Gable,Fa,TA,Gd,Norm,N,2fmCon,RM,None,SBrkr,6,2006,6,3,84500,11.34451865
24,4928,6,5,0,958,1078,958,0,0,2,0,2,1,2,0,205,RFn,Typ,TA,Inside,Gtl,Gd,CBlock,TA,Y,No,1Story,None,WD,Lvl,ALQ,NPkVill,Plywood,IR1,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,TwnhsE,RL,Attchd,SBrkr,2,2007,4,4,128000,11.75979336
55,4388,5,7,0,556,672,840,0,0,1,0,3,1,0,0,0,None,Typ,TA,Inside,Gtl,TA,BrkTil,TA,N,No,1.5Unf,None,WD,Bnk,LwQ,OldTown,Wd Sdng,IR1,Normal,TA,None,Gable,Gd,TA,Ex,Feedr,Y,1Fam,RM,None,SBrkr,6,2007,6,6,87000,11.37367489
69,7590,6,5,266,148,660,1348,0,0,1,1,3,1,2,188,108,RFn,Typ,TA,Inside,Gtl,TA,CBlock,Fa,Y,No,2Story,None,WD,Lvl,BLQ,NAmes,VinylSd,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,PosN,Y,1Fam,RL,Attchd,SBrkr,7,2006,5,5,155000,11.95118685
69,8973,5,7,85,413,1008,1053,0,1,1,1,3,0,2,0,80,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,MnWw,WD,Lvl,Rec,NAmes,Plywood,Reg,Abnorml,Ex,BrkFace,Gable,TA,TA,TA,Norm,Y,1Fam,RL,2Types,FuseA,7,2006,6,2,150000,11.91839724
88,14200,7,6,309,479,924,2157,0,0,2,1,4,2,2,105,66,Fin,Typ,TA,Corner,Gtl,TA,CBlock,Gd,Y,No,2Story,GdPrv,WD,Lvl,Rec,NAmes,MetalSd,Reg,Normal,Gd,BrkFace,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2006,5,5,226000,12.3282947
64,12224,6,5,40,297,992,2054,1,0,2,1,3,1,2,24,48,RFn,Typ,TA,Corner,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,GLQ,Gilbert,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,7,2009,1,1,244000,12.4049276
75,7388,5,6,0,658,1063,1327,1,0,1,0,3,0,2,0,0,Unf,Typ,TA,Corner,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,Rec,NAmes,MetalSd,Reg,Normal,Gd,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Detchd,SBrkr,7,2007,6,1,150750,11.92338475
82,6853,8,5,136,262,1267,1296,1,0,2,0,2,0,2,192,25,Fin,Typ,TA,Inside,Gtl,Ex,PConc,None,Y,No,1Story,None,WD,Lvl,GLQ,Timber,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2009,1,1,220000,12.30138737
78,10335,5,6,0,891,1461,1721,0,0,2,1,3,1,2,0,276,RFn,Min1,TA,Inside,Gtl,TA,CBlock,TA,Y,No,1Story,MnPrv,WD,Lvl,Rec,Sawyer,Plywood,IR1,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2006,5,2,180000,12.10071769
80,10400,7,6,288,1304,1304,1682,0,0,2,0,3,1,2,98,0,Unf,Typ,TA,Inside,Gtl,TA,PConc,Gd,Y,No,1Story,MnPrv,WD,Lvl,Unf,NWAmes,Plywood,Reg,Normal,TA,BrkFace,Hip,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2008,4,4,174000,12.06681633
73,10355,5,5,196,519,1214,1214,0,0,2,0,3,1,1,0,111,RFn,Typ,TA,Corner,Gtl,TA,CBlock,Fa,Y,No,1Story,None,WD,Lvl,BLQ,NAmes,MetalSd,IR1,Normal,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2007,5,5,143000,11.8706069
82,11070,7,5,70,1907,1907,1959,0,0,3,0,5,0,3,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,Unf,Mitchel,VinylSd,Reg,Family,TA,BrkFace,Gable,TA,TA,Gd,Norm,Y,Duplex,RL,2Types,SBrkr,7,2006,3,3,171000,12.04942468
73,9066,8,5,320,336,1004,1852,0,0,2,1,3,2,3,224,106,Fin,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,Mn,2Story,GdPrv,WD,Lvl,GLQ,CollgCr,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,12,2008,2,1,230000,12.34583894
65,15426,6,5,0,107,928,1764,1,0,2,1,3,0,2,276,99,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,MnPrv,WD,Lvl,GLQ,CollgCr,VinylSd,IR1,Normal,Gd,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,8,2009,2,2,231500,12.35233947
70,10500,4,5,0,432,864,864,0,0,1,0,3,1,0,0,0,None,Typ,TA,FR2,Gtl,TA,CBlock,Po,Y,No,1Story,None,ConLI,Lvl,ALQ,NAmes,HdBoard,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,None,SBrkr,4,2010,4,4,115000,11.6526961
78,11645,7,5,0,434,1734,1734,1,0,2,0,3,0,2,160,24,Fin,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Av,1Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,Reg,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,1,2006,1,1,260000,12.46844076
71,8520,5,4,0,403,910,1385,0,0,2,0,4,0,2,0,0,Unf,Typ,TA,Corner,Gtl,TA,CBlock,None,Y,No,1.5Fin,MnPrv,WD,Lvl,Rec,NAmes,Wd Sdng,Reg,Normal,TA,None,Gable,Fa,TA,Fa,Artery,Y,1Fam,RL,Detchd,SBrkr,6,2010,6,6,166000,12.01974909
78,10335,7,5,183,811,1490,1501,1,0,2,0,3,0,2,144,29,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Gd,1Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2009,2,2,204000,12.22588017
70,9100,5,5,336,396,1728,1728,1,0,2,0,6,0,2,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,ConLI,Lvl,Rec,Sawyer,HdBoard,Reg,Abnorml,TA,BrkFace,Gable,TA,TA,TA,RRAe,Y,Duplex,RM,Detchd,SBrkr,11,2006,5,5,125000,11.73607702
24,2522,6,5,50,970,970,1709,0,0,2,0,3,0,2,0,40,Unf,Maj1,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,Unf,Edwards,VinylSd,Reg,Normal,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,Twnhs,RM,Detchd,SBrkr,4,2006,1,1,130000,11.77529742
51,6120,5,7,0,506,715,875,1,0,1,0,2,0,1,48,0,Unf,Typ,TA,Corner,Gtl,TA,BrkTil,None,Y,No,1Story,None,WD,Lvl,BLQ,BrkSide,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RM,Detchd,FuseA,11,2009,6,2,105000,11.56172515
64,9505,7,5,180,884,884,2035,0,0,2,1,3,1,2,144,48,Fin,Typ,TA,CulDSac,Gtl,Gd,PConc,Gd,Y,No,2Story,None,WD,Lvl,Unf,Gilbert,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,5,2010,1,1,222500,12.31268687
63,7500,7,5,120,400,1080,1080,1,0,1,0,3,0,0,0,0,None,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,WD,Lvl,GLQ,SawyerW,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,None,SBrkr,4,2008,1,1,141000,11.85652226
51,6240,5,4,0,896,896,1344,0,0,1,0,3,0,1,200,114,Unf,Typ,TA,Inside,Gtl,Gd,BrkTil,None,Y,No,1.5Fin,None,WD,Lvl,Unf,BrkSide,MetalSd,Reg,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RM,Detchd,FuseA,4,2006,6,6,115000,11.6526961
